time,x,y,z,phi,theta,psi,x_velocity,y_velocity,z_velocity,phi_velocity,theta_velocity,psi_velocity,rotor_speed1,rotor_speed2,rotor_speed3,rotor_speed4
0.06,7.82154237217e-08,1.15952556285e-07,10.002016189,0.000132658349811,6.2829094903,0.0,1.3959390619e-05,1.06306818868e-05,0.0672040995945,0.00630223027485,-0.0158973374111,0.0,427.515517396439,426.15914448081645,425.6277436032827,426.1666289543282
0.12000000000000001,1.18425935812e-05,5.54310309916e-06,10.0123154899,0.000432307542058,6.2817023206,0.0,0.000503784534163,0.000210467793048,0.276077940607,0.00224036869247,-0.0302889484967,0.0,470.21126630215036,469.0952621565387,470.88726635333944,470.5729126542699
0.18,7.91124084305e-05,2.79326304477e-05,10.0316499627,2.99967179282e-05,6.28002280481,0.0,0.00191450050884,0.000536127276294,0.368378254689,-0.0382753003469,-0.0237544224386,0.0,434.3695172874415,434.9168409618274,436.14363742134225,432.7470933148867
0.23999999999999996,0.000257773724125,5.27823216924e-05,10.0547939159,6.28101134867,6.27888826855,0.0,0.00415769741949,8.4570818541e-05,0.403074373345,-0.0338137526724,-0.0106498022885,0.0,414.7772801250378,415.9263796206683,416.08921031518645,416.4788265908849
0.3,0.000602201326505,3.42161471912e-06,10.0828067519,6.27929120303,6.27802364033,0.0,0.00740134755,-0.00192696763268,0.53063473004,-0.0199768296729,-0.0232557121758,0.0,446.19123223451436,445.16116096146357,445.2642815138769,446.39439080851565
0.36000000000000004,0.00118784443705,-0.000219755230897,10.1231093946,6.27805033009,6.27665117219,0.0,0.0122976765603,-0.00566884610001,0.812627505797,-0.0221284443809,-0.0221227582345,0.0,491.862588721237,491.94648978682335,491.3811005578208,491.2216546981659
0.4200000000000001,0.00208249563605,-0.000681739045653,10.1775035312,6.27847152954,6.27606417793,0.0,0.0176246714168,-0.00974894536353,1.00036392253,0.0365874674806,0.00755552715964,0.0,463.4190456546014,465.74579764713127,462.31619034571753,466.91898694102326
0.48000000000000015,0.00335969299902,-0.00140058543717,10.2510758226,6.28098625892,6.276201715,0.0,0.0248953277632,-0.0138454228008,1.45158818814,0.0508612109259,-0.0111514197205,0.0,538.7366475203497,537.4704248474195,537.2805083772374,538.2478504296681
0.5400000000000001,0.00500232406718,-0.00226464813487,10.3414623396,0.00152121598198,6.27550176142,0.0,0.0299287670252,-0.0145999268873,1.56115217999,0.078099881123,-0.0127152056181,0.0,441.3331145937809,441.2041575446051,441.63251189340366,443.8759338693444
0.6000000000000002,0.00698012509128,-0.00308513852115,10.4407615461,0.00598439853223,6.27487253586,0.0,0.0360754262544,-0.0122232353458,1.74855163067,0.0656782187984,-0.00636672261143,0.0,465.02638728845005,465.5234993182131,467.5229834224368,466.5582309331646
0.6600000000000003,0.00933811956818,-0.00366357084147,10.5511098028,0.00984668494884,6.27460987828,0.0,0.0425583670831,-0.0066150564687,1.92943262376,0.0616220733406,-0.000669690508034,0.0,463.9816512467253,464.4287521693449,465.51919054299026,465.2045444216618
0.7200000000000003,0.0120894172933,-0.00381726426446,10.6722647422,0.013949847171,6.27456958991,0.0,0.0491533895096,0.00193510934025,2.10874715008,0.0793028999358,-0.000675038509142,0.0,464.08771169976876,464.08730717100997,465.07667229722927,466.4625755914797
0.7800000000000004,0.015265224719,-0.00331169444905,10.8074006292,0.018428066771,6.27422904049,0.0,0.0567233524283,0.0155101246277,2.39521842745,0.0631320727717,-0.0182526658213,0.0,497.720019467292,496.43205839552974,496.7459590899957,495.5624504817842
0.8400000000000004,0.0188731583156,-0.00195388717979,10.9557862054,0.0222416240066,6.27311058887,0.0,0.0636599539715,0.0301624808285,2.55062410676,0.0643999224749,-0.0194287194046,0.0,459.5053371957928,459.4121675584878,459.6698382938039,459.7730900351981
0.9000000000000005,0.0229541486085,0.000439439861038,11.1165676401,0.0263893769369,6.27196485093,0.0,0.0725116717867,0.0501048725995,2.80814729921,0.0772148919661,-0.0184376891244,0.0,490.86743864656995,490.9410585093342,489.13925726591896,490.0957404648554
0.9600000000000005,0.0275674359197,0.00407390128707,11.2904447116,0.0311327952987,6.2714005994,0.0,0.0813494270563,0.0715647004669,2.98728751989,0.0825057167165,0.00433947392602,0.0,468.236429440424,470.0051280922869,468.08397081433117,468.500166169831
1.0200000000000005,0.0326914287302,0.00903297694336,11.472737385,0.0368919636777,6.27179289602,0.0,0.0894132997533,0.0942851454872,3.08884647732,0.114435404637,0.010608525457,0.0,446.17011088897925,446.6815460699795,444.3072567058496,446.92475781891955
1.0800000000000005,0.0382869718458,0.0154734353833,11.6609267838,0.0437820370432,6.27293922282,0.0,0.0970073894437,0.121083160681,3.18384517937,0.115620421367,0.032209860979,0.0,443.6701978692848,445.4402058852267,444.5694080946371,444.6782576696963
1.1400000000000006,0.044311495323,0.0236694012605,11.8549285739,0.0512709557782,6.2745449095,0.0,0.103623451996,0.152841816117,3.28256729877,0.138736596131,0.0126917361099,0.0,447.31791962707337,445.7257672317961,445.27792159132406,447.17876213135446
1.2000000000000006,0.0506755043002,0.0337524044374,12.0514881235,0.0593760581543,6.27543392718,0.0,0.108439499465,0.183961507335,3.26941363862,0.12655421285,0.0187603383868,0.0,410.4879620574012,411.0260781191621,410.97159665757965,409.9087463303876
1.2600000000000007,0.0573303519039,0.045990226088,12.2497053683,0.0674978005262,6.27675877715,0.0,0.113266829283,0.224721914718,3.33757792766,0.148827972137,0.0280084577679,0.0,437.1552568853772,437.92524733677857,436.37135034354367,438.24367199869687
